default,0,1.39,2.78,4.17,5.56,6.94,8.33,9.72,11.11,12.5,13.89,15.28,16.67,18.06,19.45,20.84,22.23,23.62,25.01,26.4,27.79,29.18,30.57,31.96,33.35,34.74,36.13,37.52,38.91,40.3,41.69,43.08,44.47
0,0.11801784,0.11801784,0.11801784,0.11801784,-0.613998284,-0.474264598,-0.531949521,-0.531949521,-0.826440757,-0.89988576,-0.89855147,-0.580648315,-0.842994063,-1.169498066,-1.199595165,-1.19615123,-0.995258231,-0.891234966,-1.022576226,-0.772522662,-0.844122519,-0.859299138,-0.941247763,-1.036756055,-1.101674811,-1.064376287,-1.164056629,-1.30824338,-1.389430675,-1.318814472,-1.419598611,-1.409905441,-1.501589064
0.1,-0.28198216,-0.28198216,-0.28198216,-0.28198216,-1.015588017,-0.922432226,-0.960888842,-0.960888842,-1.181757269,-1.236841021,-1.235951495,-1.024016058,-1.198913223,-1.439498066,-1.469595165,-1.473392416,-1.334697063,-1.264056482,-1.361910504,-1.188645091,-1.254162667,-1.281734532,-1.361148778,-1.445058773,-1.506093754,-1.493104798,-1.583835819,-1.704319194,-1.778239097,-1.747548932,-1.83690868,-1.849911977,-1.938674694
0.2,-0.68198216,-0.68198216,-0.68198216,-0.68198216,-1.41717775,-1.370599855,-1.389828163,-1.389828163,-1.537073781,-1.573796282,-1.573351519,-1.4673838,-1.554832383,-1.709498066,-1.739595165,-1.750633602,-1.674135895,-1.636877998,-1.701244781,-1.604767521,-1.664202815,-1.704169925,-1.781049793,-1.853361491,-1.910512697,-1.92183331,-2.003615008,-2.100395008,-2.16704752,-2.176283391,-2.25421875,-2.289918514,-2.375760325
0.3,-1.08198216,-1.08198216,-1.08198216,-1.08198216,-1.818767483,-1.818767483,-1.818767483,-1.818767483,-1.892390292,-1.910751543,-1.910751543,-1.910751543,-1.910751543,-1.979498066,-2.009595165,-2.027874787,-2.013574726,-2.009699514,-2.040579058,-2.02088995,-2.074242963,-2.126605318,-2.200950809,-2.26166421,-2.314931639,-2.350561821,-2.423394198,-2.496470822,-2.555855943,-2.605017851,-2.67152882,-2.72992505,-2.812845956
0.4,-1.48198216,-1.48198216,-1.48198216,-1.48198216,-2.220357217,-2.266935112,-2.247706804,-2.247706804,-2.247706804,-2.247706804,-2.248151568,-2.354119286,-2.266670703,-2.249498066,-2.279595165,-2.305115973,-2.353013558,-2.38252103,-2.379913335,-2.437012379,-2.484283111,-2.549040711,-2.620851824,-2.669966928,-2.719350582,-2.779290332,-2.843173387,-2.892546636,-2.944664366,-3.033752311,-3.088838889,-3.169931586,-3.249931586
0.5,-1.68392832,-1.68392832,-1.68392832,-1.72544152,-2.519839688,-2.519839688,-2.519839688,-2.519839688,-2.519839688,-2.519839688,-2.570862367,-2.614754711,-2.614754711,-2.614754711,-2.614754711,-2.633062729,-2.654085362,-2.702506888,-2.785338857,-2.74416655,-2.780346432,-2.84501194,-2.90803975,-2.961992596,-3.028853916,-3.075853701,-3.127767345,-3.188269355,-3.243673507,-3.294730303,-3.38197789,-3.438025197,-3.517860628
0.6,-2.03392832,-2.03392832,-2.03392832,-2.07544152,-2.901496224,-2.885520279,-2.878351931,-2.886430976,-2.861474789,-2.892289187,-2.896364344,-2.917913098,-2.933339078,-2.90943859,-2.935429731,-2.963335815,-3.030112922,-3.058773616,-3.106908628,-3.107782496,-3.150654431,-3.204010315,-3.271714628,-3.317417983,-3.384750146,-3.433413173,-3.480099217,-3.538830289,-3.596489374,-3.646480542,-3.733178747,-3.783362558,-3.856874789
0.7,-2.358085228,-2.358085228,-2.358085228,-2.449463721,-3.168744548,-3.177794065,-3.187030309,-3.192435923,-3.206887142,-3.216201352,-3.232324923,-3.261080439,-3.2883151,-3.28127245,-3.304248908,-3.356317683,-3.392370931,-3.436268556,-3.480428609,-3.49951206,-3.553396135,-3.587532285,-3.64030775,-3.694745731,-3.730945061,-3.751648242,-3.831865469,-3.884332103,-3.954828331,-4.022097495,-4.09614215,-4.163862212,-4.238926849
0.8,-2.676223904,-2.676223904,-2.676223904,-2.759469576,-3.477071453,-3.481238236,-3.490375688,-3.512871575,-3.539979578,-3.563156038,-3.587000309,-3.619146724,-3.640413638,-3.635539801,-3.672378145,-3.706065269,-3.750092184,-3.795416715,-3.833180508,-3.857098334,-3.89102274,-3.937070317,-3.984403681,-4.033471559,-4.069519283,-4.102443736,-4.171529056,-4.237307966,-4.304179216,-4.374784185,-4.447390323,-4.526179333,-4.585932399
0.9,-2.976114579,-2.976114579,-2.976114579,-3.115609797,-3.791827689,-3.800658775,-3.821085164,-3.866016179,-3.886263325,-3.907713726,-3.931760419,-3.956503112,-3.984382348,-3.98470019,-4.017089556,-4.053626185,-4.099504577,-4.142915579,-4.183324432,-4.197295591,-4.239876482,-4.286133264,-4.330395084,-4.380483292,-4.417195876,-4.46129322,-4.527504233,-4.594355287,-4.652553728,-4.721183819,-4.788043487,-4.868641923,-4.951024724
1.0,-3.2994318,-3.2994318,-3.2994318,-3.449021191,-4.11722023,-4.124225126,-4.144036901,-4.214909077,-4.235994992,-4.256790904,-4.273276624,-4.296625819,-4.323034671,-4.344343109,-4.3745457,-4.413322978,-4.449511021,-4.496870139,-4.521235491,-4.544352616,-4.588103804,-4.633416427,-4.676377294,-4.720158277,-4.758454003,-4.817265254,-4.884850639,-4.928945657,-4.993364007,-5.072281201,-5.154950117,-5.222813559,-5.291177498
